"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"31066","Newcastle Fire Protection District","9211 Cypress ST",,"Newcastle","CA","95658",,,"PO Box 262","Newcastle","CA","95658-0262","916-663-3323","916-663-1262","061","Mostly career",,"https://newcastlefire.org/","1","12","3","0","0","0","Yes"
"30055","Newport Beach Fire Department","100 Civic Center",,"Newport Beach","CA","92658",,,"PO Box 1768","Newport Beach","CA","92658-8915","949-644-3104","949-644-3388","059","Career",,,"8","117","0","0","28","0","Yes"
"21086","Nicasio Volunteer Fire Department","5 Old Rancheria RD","PO Box 791","Nicasio","CA","94946",,,"PO Box 791","Nicasio","CA","94946","415-662-2201",,"041","Volunteer",,"http://www.nicasiofire.org","1","0","13","0","0","4","No"
"13040","Niland Fire District","8071 Luxor  AVE","PO Box 40","Niland","CA","92257","8071 Luxor  AVE","PO Box 40","PO Box ","Niland","CA","92257","760-359-0410","760-359-4542","025","Mostly volunteer",,"","2","4","20","0","1","2",
"10040","North Central Fire Protection District","15850 W Kearney BLVD",,"Kerman","CA","93630-9335","15850 W Kearney BLVD",,,"Kerman","CA","93630-9335","559-878-4530","559-846-3788","019","Mostly career",,"https://northcentralfire.org/","5","42","12","7","6","0","Yes"
"41120","North County Fire Authority","10 Wembley DR",,"Daly City","CA","94015-4314","10 Wembley DR",,,"Daly City","CA","94015-4314","650-991-8138","650-991-8090","081","Career",,"https://northcountyfire.org/","8","96","0","0","8","0","Yes"
"37075","North County Fire Protection District","330 S Main AVE",,"Fallbrook","CA","92028-2938","330 S Main AVE",,,"Fallbrook","CA","92028-2938","760-723-2005","760-723-2072","073","Mostly career",,"https://www.ncfire.org/","5","50","17","15","16","0","No"
"27025","North County Fire Protection District of Monterey County","11200 Speegle ST",,"Castroville","CA","95012","11200 Speegle ST",,,"Castroville","CA","95012-2546","831-633-2578","831-633-2572","053","Mostly career",,"https://ncfpd.org/","3","31","0","30","3","0","Yes"
"29050","North San Juan Fire Protection District","13200 Tyler Foote Xing RD",,"Nevada City","CA","95959",,,"PO Box 299","North San Juan","CA","95960-0299","530-292-9159","530-292-1417","057","Volunteer",,"https://nsjfire.org/","3","0","25","12","2","11","Yes"
"31044","North Tahoe Fire Protection District","222 Fairway DR",,"Tahoe City","CA","96145",,,"PO Box 5879","Tahoe City","CA","96145-5879","530-583-6913","530-583-6909","061","Career",,"https://www.ntfire.net/","6","47","0","0","10","0","No"
"49055","Northern Sonoma County Fire Protection District","20975 Geyserville AVE",,"Geyserville","CA","95441",,,"PO Box 217","Geyserville","CA","95441-0217","707-857-4373","707-857-3366","097","Mostly volunteer",,"https://www.geyservillefire.com/","4","6","20","0","1","4","No"
"17055","Northshore Fire Protection District","6257 7TH AVE","PO Box 1199","Lucerne","CA","95458",,,"PO Box 1199","Lucerne","CA","95458-1199","707-274-3100","707-274-3102","033","Mostly career",,"https://www.northshorefpd.com/","6","23","12","0","0","12","Yes"
"31115","Northstar Fire Department","910 Northstar DR",,"Truckee","CA","96161-4204","910 Northstar DR",,,"Truckee","CA","96161-4204","530-562-1212","530-550-6122","061","Mostly career",,"https://northstarcsd.org/","2","19","0","2","0","0","Yes"
"27013","NorthTree Fire International (NTI)","10674 Ramirez RD",,"Marysville","CA","95901","10674 Ramirez RD",,,"Marysville","CA","95901","530-743-7530","530-743-7570","115","Career",,"https://www.northtreefire.com","9","20","0","0","8","0",
"21055","Novato Fire Protection District","7025 Redwood BLVD",,"Novato","CA","94945","7025 Redwood BLVD",,,"Novato","CA","94945","415-878-2690","415-878-2660","041","Career",,"https://www.novatofire.org","5","86","0","0","6","0",
"50085","Oakdale City Fire Department","325 East G ST",,"Oakdale","CA","95361","325 East G ST",,,"Oakdale","CA","95361","209-847-5904","209-847-5907","099","Mostly career",,"https://www.ci.oakdale.ca.us/fire/fire_home.htm","1","18","6","0","3","0",
"50090","Oakdale Rural Fire Protection District","1398 East F ST",,"Oakdale","CA","95361","1398 East F ST",,,"Oakdale","CA","95361","209-847-6898","209-847-1520","099","Mostly volunteer",,,"2","7","30","8","1","0",
"01075","Oakland Fire Department","150 Frank H Ogawa PLZ","STE 3354","Oakland","CA","94612-2007","150 Frank H Ogawa PLZ","STE 3354",,"Oakland","CA","94612-2007","510-238-3856","510-238-7924","001","Career",,"https://www.oaklandnet.com/oakweb/fire/index.html","26","508","0","0","74","0","Yes"
"40045","Oceano Fire Department","1655 Front ST",,"Oceano","CA","93445",,,"PO Box 599","Oceano","CA","93475-0599","805-473-6915","805-473-6915","079","Mostly volunteer",,,"1","3","12","0","0","1","Yes"
"37115","Oceanside Fire Department","300 N Coast HWY",,"Oceanside","CA","92054-2824","300 N Coast HWY",,,"Oceanside","CA","92054-2824","760-435-4100","760-435-4084","073","Career",,"https://www.ci.oceanside.ca.us/gov/fire/default.asp","8","113","0","0","22","4","Yes"
"45945","Old Station Volunteer Fire Department","PO Box 44",,"Newark","CA","94560-0044",,,"PO Box 44","Newark","CA","94560-0044","530-335-7111",,"001","Volunteer",,,"1","0","7","0","0","15",
"58015","Olivehurst Public Utility District Fire Department","1962 9TH AVE",,"Olivehurst","CA","95961",,,"PO Box 670","Olivehurst","CA","95961-0670","530-743-7117","530-743-8194","115","Mostly volunteer",,"https://www.opud.net/","1","5","25","0","1","2","No"
"43815","Onizuka Fire and Emergency Services","1080 Innovation WAY","M/S 125","Sunnyvale","CA","94089","1080 Innovation WAY","M/S 125",,"Sunnyvale","CA","94089","408-752-4292","408-752-3101","085","Career",,,"1","2","0","0","3","0",
"36170","Ontario Fire Department","415 E B ST",,"Ontario","CA","91764-4107","415 E B ST",,,"Ontario","CA","91764-4107","909-395-2002","909-395-2556","071","Career",,,"8","128","0","0","16","6","Yes"
"36275","Ontario International Airport Fire Rescue","1230 Tower ST",,"Ontario","CA","91761","1230 Tower ST",,,"Ontario","CA","91761-2400","909-975-5570","909-937-2819","071","Career",,"https://www.lawa.org/welcomeLAWA.html","1","61","0","0","3","0","No"
"29025","Ophir Hill Fire Protection District","12668 Highway 174",,"Cedar Ridge","CA","95924",,,"PO Box 940","Cedar Ridge","CA","95924-0940","530-273-8351","530-273-0453","057","Mostly volunteer",,"http://www.ophirhillfire.org/","1","6","0","18","1","0","No"
"30065","Orange County Fire Authority","1 Fire Authority RD",,"Irvine","CA","92602",,,"PO Box 57115","Irvine","CA","92619-7115","714-573-6199",,"059","Mostly career",,"https://www.ocfa.org/","79","1152","171","0","330","1","No"
"10065","Orange Cove Fire Protection District","550 Center ST",,"Orange Cove","CA","93646-2251","550 Center ST",,,"Orange Cove","CA","93646-2251","559-626-7758","559-626-3909","019","Mostly volunteer",,,"1","3","0","24","1","0","Yes"
"30060","Orange Fire Department","176 S Grand ST",,"Orange","CA","92866-1535","176 S Grand ST",,,"Orange","CA","92866-1535","714-288-2500","714-744-6035","059","Career",,"https://www.cityoforange.org/","8","124","0","0","12","0","No"
"42020","Orcutt Fire Protection District","335 UNION AVE",,"Orcutt","CA","93457","335 UNION AVE",,"PO Box 2525","Orcutt","CA","93457","805-937-7515","805-937-0159","083","Volunteer",,"ORCUTTFPD","1","0","26","0","3","8",
"11035","Ord Fire Protection District","3221 Highway 45","PO Box 5","Glenn","CA","95943-0005",,,"PO Box 5","Glenn","CA","95943-0005","530-934-3355",,"021","Volunteer",,,"1","0","15","1","0","6",
"12085","Orick Volunteer Fire Department","101 Swan RD",,"Orick","CA","95555",,,"PO Box 96","Orick","CA","95555","707-488-3093",,"023","Volunteer",,,"1","0","9","0","0","0",
"04020","Oroville Fire Department","2055 Lincoln ST",,"Oroville","CA","95966-5325","2055 Lincoln ST",,,"Oroville","CA","95966-5325","530-538-2480","530-538-2477","007","Career",,"https://www.cityoforoville.org/index.aspx?page=152","1","19","0","0","3","0","Yes"
"56010","Oxnard Fire Department","360 W 2ND ST",,"Oxnard","CA","93030-5650","360 W 2ND ST",,,"Oxnard","CA","93030-5650","805-385-7722","805-385-8009","111","Career",,"https://www.oxnard.org/fire-department/","8","110","0","0","18","0","Yes"
"27065","Pacific Grove Fire Department","600 Pine AVE",,"Pacific Grove","CA","93950","600 Pine AVE",,,"Pacific Grove","CA","93950","831-648-3110","831-648-3107","053","Mostly volunteer",,"https://www.pgfire.com","1","18","0","35","1","0",
"44045","Pajaro Valley Fire Protection District","562 Casserly RD",,"Watsonville","CA","95076-9771","562 Casserly RD",,,"Watsonville","CA","95076-9771","831-722-6188","831-722-7333","087","Career",,"https://pajarovalleyfire.com/","1","10","0","0","0","0","Yes"
"37113","Pala Fire Department","Pala Temecula Road",,"Pala","CA","92059-0015",,,"PO Box 15","Pala","CA","92059-0015","760-742-1632","760-742-4205","073","Mostly volunteer",,"https://www.palatribe.com/programs/pala-fire-department","1","14","15","0","0","0",
"33105","Palm Desert Fire Service","44-400 Town Center WAY",,"Palm Desert","CA","92260","44-400 Town Center WAY",,,"Palm Desert","CA","92260","760-346-0508","760-568-9981","065","Mostly career",,,"3","55","7","0","2","1",
"33065","Palm Springs Fire Department","300 N El Cielo RD",,"Palm Springs","CA","92262-6968","300 N El Cielo RD",,,"Palm Springs","CA","92262-6968","760-323-8181","760-778-8430","065","Career",,"https://www.palmspringsca.gov/government/departments/fire-department","5","66","0","0","7","0","Yes"
"12991","Palo Verde Volunteer Fire Department","2729 Island Mountian RD",,"Garberville","CA","95542",,,"PO Box 1381","Redway","CA","95560-1381","707-923-5008",,"023","Volunteer",,,"1","0","15","0","0","10","No"
"04030","Paradise Fire Department","767 Birch ST",,"Paradise","CA","95969-4634","767 Birch ST",,,"Paradise","CA","95969-4634","530-872-6265","530-877-5957","007","Mostly career",,"https://www.townofparadise.com/","2","15","9","0","2","4","No"
"26042","Paradise Fire Protection District","5300 Old Sherwin Grade",,"Bishop","CA","93514-7114","5300 Old Sherwin Grade",,,"Bishop","CA","93514-7114","760-387-2255","760-387-2255","051","Volunteer",,"http://www.paradisefire.net/","1","0","12","0","0","4","No"
"19260","Paramount Fire Department","5555 Melrose AVE BLDG 137","SEC","Los Angeles","CA","90038-3989","5555 Melrose AVE BLDG 137","SEC",,"Los Angeles","CA","90038-3989","323-956-5221","323-862-0103","037","Mostly volunteer",,,"1","3","0","18","0","0","No"
"19145","Pasadena Fire Department","199 S Los Robles AVE STE 550",,"Pasadena","CA","91101","199 S Los Robles AVE STE 550",,,"Pasadena","CA","91101-2458","626-744-7177","626-585-9164","037","Career",,"https://www.cityofpasadena.net/Fire/","8","169","0","0","17","1","Yes"
"40050","Paso Robles Department of Emergency Services","900 Park ST",,"Paso Robles","CA","93446-2541","900 Park ST",,,"Paso Robles","CA","93446-2541","805-227-7560","805-237-4138","079","Career",,,"3","23","0","0","1","0","Yes"
"50130","Patterson Fire Department","344 W Las Palmas",,"Patterson","CA","95363",,,"PO Box 565","Patterson","CA","95363-0565","209-895-8130","209-895-8139","099","Mostly volunteer",,"https://www.ci.patterson.ca.us/214/Fire-Department","2","15","30","0","3","0","Yes"
"36412","Patton State Hospital Fire Department","3102 E Highland AVE",,"Patton","CA","92369-7813","3102 E Highland AVE",,,"Patton","CA","92369-7813","909-425-7194",,"071","Mostly volunteer",,,"1","1","6","0","0","0",
"37215","Pauma Fire Department","800 Pauma Reservation RD",,"Pauma Valley","CA","92061",,,"PO Box 369","Pauma Valley","CA","92061-0369","760-742-1488","760-304-6797","073","Mostly career",,"https://www.paumatribe.com/pauma-fire-department.html","1","12","2","0","0","0","Yes"
"29030","Peardale - Chicago Park Fire Protection District","18934 Colfax HWY",,"Grass Valley","CA","95945",,,"PO Box 697","Chicago Park","CA","95712-0697","530-273-2503","530-273-4834","057","Mostly volunteer",,"https://pcpfire.org/","2","2","0","15","1","0","No"
"27115","Pebble Beach Fire Department","2221 Garden RD",,"Monterey","CA","93940-5317","2221 Garden RD",,,"Monterey","CA","93940-5317","831-333-4600","831-333-2660","053","Career",,"https://pbcsd.org/about/fire-protection-and-emergency-medical-services/","2","25","0","0","3","0","Yes"
"33067","Pechanga Fire Department","48240 Pechanga RD",,"Temecula","CA","92592-2984","48240 Pechanga RD",,,"Temecula","CA","92592-2984","951-770-6001","951-693-1413","065","Mostly career",,"https://www.pechanga-nsn.gov/index.php/tribal-government/services/pechanga-fire-department","2","30","0","15","3","0","Yes"
"08410","Pelican Bay State Prison","5905 Lake Earl DR","PO Box 7000","Crescent City","CA","95531",,,"PO Box 7000","Crescent City","CA","95531-7299","707-465-9105","707-465-9184","015","Mostly volunteer",,,"1","4","8","0","0","0","Yes"
"32070","Peninsula Fire Protection District","801 Golf Club RD",,"Lake Almanor","CA","96137-9524","801 Golf Club RD",,,"Lake Almanor","CA","96137-9524","530-259-2306","530-259-3707","063","Career",,"https://www.peninsulafire.net/","2","23","0","0","1","0","Yes"
"29065","Penn Valley Fire Protection District","10513 Spenceville RD",,"Penn Valley","CA","95946",,,"PO Box 180","Penn Valley","CA","95946-0180","530-432-2630","530-432-4561","057","Career",,"https://www.pennvalleyfire.com/","3","12","0","0","2","0","Yes"
"31075","Penryn Fire Protection District","7206 Church ST",,"Penryn","CA","95663",,,"PO Box 219","Penryn","CA","95663-0219","916-663-3389","916-663-1262","061","Mostly volunteer",,"https://penrynfire.ca.gov/","1","7","9","0","0","0","Yes"
"33070","Perris Fire Services","410 W Graham AVE",,"Elsinore","CA","92530","410 W Graham AVE",,,"Elsinore","CA","92530","951-674-2161","951-674-8461","065","Mostly career",,,"2","55","20","0","0","0",
"49115","Petaluma Fire Department","198 D ST",,"Petaluma","CA","94952-3028","198 D ST",,,"Petaluma","CA","94952-3028","707-778-4390","707-762-4547","097","Career",,"https://cityofpetaluma.org/","3","70","0","0","4","0","Yes"
"12090","Petrolia Volunteer Fire Department","98 Sherman ST",,"Petrolia","CA","95558",,,"PO Box 169","Petrolia","CA","95558-0169","707-629-3558","707-629-3587","023","Volunteer",,,"1","0","18","0","1","10","Yes"
"12150","Phillipsville Volunteer Fire Department","2973 ST HWY 254",,"Phillipsville","CA","95559",,,"PO Box 39","Phillipsville","CA","95559","707-943-3555",,"023","Volunteer",,,"1","0","10","0","0","4",
"01090","Piedmont Fire Department","120 Vista AVE",,"Piedmont","CA","94611-4031","120 Vista AVE",,,"Piedmont","CA","94611-4031","510-420-3030","510-420-3033","001","Career",,"https://www.ci.piedmont.ca.us/","1","25","0","0","1","0","Yes"
"23055","Piercy Fire Protection District","80401 Highway 271","PO Box 206","Piercy","CA","95587-0206",,,"PO Box 206","Piercy","CA","95587-0206","000-000-0000",,"045","Volunteer",,,"1","0","4","0","0","3",
"10160","Pine Ridge Volunteer Fire Department","38018 Glenwood LN",,"Shaver Lake","CA","93664-9702","38018 Glenwood LN",,,"Shaver Lake","CA","93664-9702","559-841-7774",,"019","Volunteer",,"https://pineridgefire.org/","1","0","21","0","0","13","No"
"07075","Pinole Fire Department","880 Tennent AVE",,"Pinole","CA","94564-1724","880 Tennent AVE",,,"Pinole","CA","94564-1724","510-724-8972",,"013","Mostly career",,,"1","19","0","8","0","0",
"09090","Pioneer Fire Protection District","7061 MT Aukum RD",,"Somerset","CA","95684",,,"PO Box 128","Somerset","CA","95684-0128","530-620-4444","530-620-4317","017","Mostly volunteer",,"https://www.pioneerfire.org/","6","6","12","0","1","0","Yes"
,"Pioneertown Station 38","5380 Mountain View","PO Box 558","Pioneertown","CA","92268",,,"PO Box 558","Pioneertown","CA","92268-0558","760-365-3650",,"071","Volunteer",,,"1","0","0","8","0","2",
"31020","Placer Consolidated Fire Protection District","11645 Atwood RD",,"Auburn","CA","95603","11645 Atwood RD",,,"Auburn","CA","95603","530-823-4155","530-823-4014","061","Mostly career",,"https://www.placerfire.org/","4","22","0","15","1","0",
"31125","Placer County Fire Department","13760 Lincoln Way",,"Auburn","CA","95603","13760 Lincoln Way",,,"Auburn","CA","95603","530-889-0111","530-823-9201","061","Mostly career",,"https://www.placefire.org","8","80","20","0","5","0",
"31060","Placer Hills Fire Protection District","16999 Placer Hills RD",,"Meadow Vista","CA","95722",,,"PO Box 350","Meadow Vista","CA","95722-0350","530-878-0405","530-878-0959","061","Mostly volunteer",,"https://www.placerhillsfire.org/","3","6","15","20","1","15","Yes"
"45087","Platina/ Wildwood Fire Rescue","PO Box 193",,"Wildwood","CA","96076",,,"PO Box 193","Wildwood","CA","96076","530-628-4214","530-628-4214","089","Volunteer",,,"2","0","6","0","0","4",
"47100","Pleasant Valley Fire Company","2543 Durham DR",,"Dorris","CA","96023-9607","2543 Durham DR",,,"Dorris","CA","96023-9607","530-397-3473","530-397-3473","093","Volunteer",,,"1","0","2","0","1","0",
"46012","Pliocene Ridge Community Services District (CSD)","100 Pike City RD",,"North San Juan","CA","95960-9604","100 Pike City RD",,,"North San Juan","CA","95960-9604","530-288-0624",,"091","Volunteer",,,"2","0","8","0","0","6","No"
"32043","Plumas Eureka Fire & Rescue","200 Lundy LN",,"Blairsden","CA","96103",,,"PO Box 96","Blairsden","CA","96103-0096","530-836-0532","530-836-2963","063","Volunteer",,"https://www.pecsd.org/","1","0","11","0","1","4","Yes"
"32566","Plumas National Forest","159 Lawrence ST",,"Quincy","CA","95971",,,"PO Box 11500","Quincy","CA","95971","530-283-7834",,"063","Career",,,"13","214","0","0","12","0",
